id,identity_to_query
UniRef100_A0A6P6D5E9/138-392,0.352
UniRef100_UPI0018F4CAE3/137-391,0.356
UniRef100_A0A6P6D4H9/138-392,0.352
UniRef100_UPI00097DB1E8/140-394,0.364
UniRef100_UPI002868F3F9/137-391,0.364
UniRef100_UPI0004F223FB/143-397,0.349
UniRef100_UPI0018B01780/143-397,0.349
UniRef100_UPI00097D6C9D/137-391,0.364
UniRef100_UPI00148E2C62/137-391,0.364
UniRef100_UPI00159C39B5/140-394,0.364
UniRef100_UPI00174711DF/138-392,0.352
UniRef100_A0A6J1ZE20/138-392,0.352
UniRef100_UPI0006D91628/138-392,0.352
UniRef100_UPI00167F6635/142-396,0.349
UniRef100_UPI00265ED9A6/138-392,0.349
UniRef100_A0A5N4DA88/8-262,0.349
UniRef100_UPI000F7D1AAE/143-397,0.352
UniRef100_UPI0028FC9980/138-392,0.349
UniRef100_A0A8B7RQB3/138-392,0.349
UniRef100_UPI002FD8017C/138-392,0.364
UniRef100_UPI00286899F8/137-391,0.364
UniRef100_UPI00097D5F8F/140-394,0.364
UniRef100_A0A6P6KHB9/142-396,0.364
UniRef100_UPI002873B874/138-392,0.352
UniRef100_UPI000CCC9031/138-392,0.352
UniRef100_UPI001ADEA691/143-397,0.356
UniRef100_UPI00148DAEF2/140-394,0.364
UniRef100_UPI00237DF81B/182-436,0.360
UniRef100_UPI001E681AA7/138-392,0.349
UniRef100_A0A834A263/138-392,0.349
UniRef100_UPI002AC808C7/138-392,0.364
UniRef100_UPI00237E150E/182-436,0.360
UniRef100_A0A287A8E3/138-392,0.349
UniRef100_UPI00293F52CD/138-392,0.349
UniRef100_UPI0028697A83/142-396,0.364
UniRef100_UPI0010A1325D/142-396,0.349
UniRef100_A0A452THS3/127-381,0.349
UniRef100_UPI0028689BCD/137-391,0.364
UniRef100_UPI002094089F/137-391,0.356
UniRef100_UPI0018A1FD1E/137-391,0.356
UniRef100_UPI0018F2B6D5/132-386,0.356
UniRef100_UPI0023815806/138-392,0.349
UniRef100_A0A7K7VRS0/218-468,0.391
UniRef100_A0A2Y9EPC6/138-392,0.349
UniRef100_UPI0017474EE0/142-396,0.352
UniRef100_UPI00293EDF2F/138-392,0.349
UniRef100_UPI0022327DC3/138-392,0.349
UniRef100_UPI000E55DD65/138-392,0.349
UniRef100_A0A8I3WIE0/15-269,0.349
UniRef100_UPI001E271931/142-396,0.352
UniRef100_A0A8B7RQN1/142-396,0.349
UniRef100_A0A8B8Y2T1/138-392,0.349
UniRef100_UPI00234D0CA4/132-386,0.364
UniRef100_A0A7J7X3I4/138-392,0.349
UniRef100_UPI0018F4222B/156-410,0.349
UniRef100_A0A8C5YUQ6/138-392,0.349
UniRef100_UPI000FFFB6E0/138-392,0.349
UniRef100_UPI00174E3471/143-397,0.352
UniRef100_UPI00165BD3E0/224-474,0.398
UniRef100_A0AA88NWJ4/156-410,0.360
UniRef100_A0A3Q2XJ77/135-388,0.360
UniRef100_A0A6P6KGW4/142-396,0.364
UniRef100_UPI0018F7290B/161-415,0.349
UniRef100_UPI00279585FB/138-392,0.349
UniRef100_A0A452CC04/138-392,0.349
UniRef100_UPI001A9BA3CE/138-392,0.349
UniRef100_A0A8D1TPD5/142-396,0.349
UniRef100_UPI0018F79C72/165-419,0.349
UniRef100_UPI00187A2382/138-392,0.349
UniRef100_UPI00188E651A/138-392,0.349
UniRef100_Q4SAP8/218-472,0.368
UniRef100_UPI0028687281/142-396,0.364
UniRef100_UPI00255C80D3/138-392,0.345
UniRef100_UPI0022A6A3A3/138-392,0.349
UniRef100_UPI0026ECCDA4/138-392,0.349
UniRef100_UPI000944F4FF/138-392,0.349
UniRef100_UPI002452D50B/138-392,0.349
UniRef100_A0A452F736/138-392,0.349
UniRef100_A0A836D6K9/138-392,0.349
UniRef100_UPI0010F65263/138-392,0.349
UniRef100_UPI001D11387B/138-392,0.349
UniRef100_A0A3Q2SUC5/224-474,0.398
UniRef100_A0A6J0X569/143-397,0.352
UniRef100_UPI0003346E5C/138-392,0.349
UniRef100_UPI0014940C4B/142-396,0.349
UniRef100_UPI00223D72FD/137-391,0.352
UniRef100_A0A2U4A2A5/138-392,0.349
UniRef100_UPI0018F54BB8/156-410,0.349
UniRef100_A0A6P6KGY0/137-391,0.364
UniRef100_UPI00234CEDC0/132-386,0.364
UniRef100_A0A341AKF4/138-392,0.349
UniRef100_UPI002444B6A4/138-392,0.349
UniRef100_UPI0010A1B847/143-397,0.349
UniRef100_UPI00279722A9/138-392,0.349
UniRef100_A0A8C6FKR5/138-392,0.349
UniRef100_A0A8C9B434/138-392,0.349
UniRef100_UPI0002C62E24/138-392,0.349
UniRef100_A0A8U0UNJ4/138-392,0.349
UniRef100_UPI00293E3C94/138-392,0.349
UniRef100_UPI002FD7D7B0/138-392,0.349
UniRef100_UPI0028DC8E16/138-392,0.349
UniRef100_UPI0013874465/138-392,0.349
UniRef100_UPI0023E7C7A0/138-392,0.349
UniRef100_A0A8D2H4Z1/143-397,0.349
UniRef100_UPI0018F4E378/137-391,0.356
UniRef100_UPI00209592B1/132-386,0.356
UniRef100_A0A6P6D3Z7/138-392,0.352
UniRef100_UPI0018A1EB23/132-386,0.356
UniRef100_UPI0013F2E3EE/138-392,0.349
UniRef100_A0A2Y9NNG8/138-392,0.349
UniRef100_UPI000155E3E8/138-392,0.349
UniRef100_UPI002868BC17/137-391,0.364
UniRef100_UPI00140FA8C6/142-396,0.349
UniRef100_UPI001FD3F97E/138-392,0.349
UniRef100_A0A8C7BMC6/138-392,0.349
UniRef100_UPI000FFF784C/142-396,0.349
UniRef100_UPI00235B0A6D/138-392,0.349
UniRef100_UPI00209202CA/143-397,0.349
UniRef100_UPI00223DD073/137-391,0.352
UniRef100_A0A8C3VW05/138-392,0.349
UniRef100_UPI0018791083/142-396,0.349
UniRef100_UPI001E271C50/142-396,0.352
UniRef100_UPI00237D3BEC/182-436,0.360
UniRef100_UPI0022A70336/142-396,0.349
UniRef100_UPI00237D606D/182-436,0.360
UniRef100_UPI00223D96CF/137-391,0.352
UniRef100_UPI0009438E3D/142-396,0.349
UniRef100_UPI0018F2FFA4/156-410,0.349
UniRef100_UPI00201769C2/138-392,0.349
UniRef100_UPI001261B0D3/138-392,0.349
UniRef100_UPI0018F6E605/161-415,0.349
UniRef100_UPI0006430D06/142-396,0.349
UniRef100_UPI000625E856/13-267,0.349
UniRef100_A0A8I3XCC7/15-269,0.349
UniRef100_UPI0018F3E770/165-419,0.349
UniRef100_UPI001CFEF506/143-397,0.349
UniRef100_A0A2Y9R143/138-392,0.352
UniRef100_UPI0023B9DB03/138-392,0.364
UniRef100_A0A6P6KKA2/142-396,0.364
UniRef100_UPI000F7D545A/143-397,0.352
UniRef100_UPI0018754CC2/138-392,0.345
UniRef100_UPI0011558C01/138-392,0.349
UniRef100_UPI00071968C3/142-396,0.349
UniRef100_UPI0010A21DD3/143-397,0.349
UniRef100_A0A3Q7P218/138-392,0.349
UniRef100_UPI0003AB4BF1/143-397,0.349
UniRef100_UPI002FDFA4F0/138-392,0.352
UniRef100_UPI0013F353DB/142-396,0.349
UniRef100_UPI00286907DD/142-396,0.364
UniRef100_A0A6P6KIY0/142-396,0.364
UniRef100_A0A452THQ8/132-386,0.349
UniRef100_UPI00167F2FA1/142-396,0.349
UniRef100_A0A8B7RQA8/138-392,0.349
UniRef100_UPI001CEFEEB8/142-396,0.349
UniRef100_UPI002A5A8A37/138-392,0.349
UniRef100_UPI0022A7076E/205-459,0.360
UniRef100_UPI001C69D045/138-392,0.349
UniRef100_UPI00286963F1/142-396,0.364
UniRef100_UPI00156C4D42/138-392,0.349
UniRef100_UPI0020942481/137-391,0.356
UniRef100_UPI001E68A360/138-392,0.349
UniRef100_UPI0018A1FBE4/137-391,0.356
UniRef100_UPI001E67FC28/138-392,0.349
UniRef100_UPI002868F1EE/142-396,0.364
UniRef100_UPI000CD5CE13/224-474,0.406
UniRef100_A0A2Y9H9A5/138-392,0.349
UniRef100_UPI001E25ECF4/138-392,0.349
UniRef100_UPI001AACCD28/137-391,0.368
UniRef100_A0A8C9JPS1/138-392,0.349
UniRef100_UPI0019235FCB/138-392,0.349
UniRef100_A0A6P6GWQ1/138-392,0.349
UniRef100_UPI001AAD16B7/132-386,0.368
UniRef100_UPI0018F5CE26/161-415,0.349
UniRef100_UPI0018F60E17/165-419,0.349
UniRef100_UPI001AD7CC23/138-392,0.349
UniRef100_A0A2U3YD84/138-392,0.349
UniRef100_UPI001ADE0CD3/138-392,0.356
UniRef100_UPI0018EAD6B0/132-386,0.360
UniRef100_UPI0023EB3B8F/138-392,0.349
UniRef100_UPI00293E621F/138-392,0.349
UniRef100_UPI00293F62F7/138-392,0.349
UniRef100_A0A4U1F6P7/42-296,0.349
UniRef100_UPI0023B9F166/143-397,0.364
UniRef100_A0A8D0VVB8/138-392,0.349
UniRef100_K7GEY3/128-382,0.356
UniRef100_UPI002381316F/138-392,0.349
UniRef100_A0A6J2BM57/138-392,0.349
UniRef100_A0A2K6G640/138-392,0.349
UniRef100_A0A9W2WMS2/138-392,0.349
UniRef100_A0A8C3P8I4/138-392,0.360
UniRef100_UPI00287376B5/138-392,0.352
UniRef100_A0A3Q7SHG4/138-392,0.349
UniRef100_UPI001E269520/138-392,0.349
UniRef100_UPI000CCC5A35/138-392,0.352
UniRef100_A0A8D2GUR6/138-392,0.349
UniRef100_A0A8B7RSH4/142-396,0.349
UniRef100_UPI001659A395/138-392,0.349
UniRef100_UPI002FE4E0EF/138-393,0.356
UniRef100_A0A671EGN0/138-392,0.349
UniRef100_UPI0020933D70/138-392,0.349
UniRef100_UPI000FFF78EE/138-392,0.349
UniRef100_UPI0018F487AA/165-419,0.349
UniRef100_UPI00223CDCD2/137-391,0.352
UniRef100_A0A2I3S8S4/138-392,0.349
UniRef100_UPI001395D589/142-396,0.349
UniRef100_UPI001E25D451/142-396,0.349
UniRef100_UPI002795A51A/138-392,0.349
UniRef100_UPI002452FFEB/138-392,0.349
UniRef100_UPI002FE45255/138-393,0.356
UniRef100_UPI001A9A82B1/138-392,0.349
UniRef100_UPI0013963628/143-397,0.349
UniRef100_UPI00046C021A/143-397,0.360
UniRef100_UPI0022A7947A/142-396,0.349
UniRef100_UPI0022A72096/200-454,0.360
UniRef100_UPI002452F81F/138-392,0.349
UniRef100_UPI0018793C0F/138-392,0.349
UniRef100_A0A8B7RQA0/142-396,0.349
UniRef100_UPI001555E135/143-397,0.360
UniRef100_UPI000905AF1F/142-396,0.349
UniRef100_UPI00167F4D65/142-396,0.349
UniRef100_UPI001AD71DC7/142-396,0.349
UniRef100_UPI0018F3565C/165-419,0.349
UniRef100_UPI0009426E9A/138-392,0.349
UniRef100_A0A9W2USG5/143-397,0.349
UniRef100_UPI00188E33D9/138-392,0.349
UniRef100_UPI001C2EBCFE/138-392,0.349
UniRef100_UPI0020923F6D/138-392,0.349
UniRef100_UPI0026F11B3C/138-392,0.349
UniRef100_UPI0014945957/142-396,0.349
UniRef100_A0A0D9S6X0/143-397,0.349
UniRef100_UPI0010A1B3CB/143-397,0.349
UniRef100_UPI0012615ACE/143-397,0.349
UniRef100_UPI002FDFB67D/138-392,0.352
UniRef100_UPI0028BF597B/138-392,0.349
UniRef100_A0A2U4A2A7/138-392,0.349
UniRef100_A0A8B8Y2V9/138-392,0.349
UniRef100_UPI002AC7F909/138-392,0.364
UniRef100_UPI001E273FB9/142-396,0.352
UniRef100_UPI002FE2BFE7/138-392,0.352
UniRef100_UPI001AAD1A67/137-391,0.368
UniRef100_UPI00234D52AD/132-386,0.364
UniRef100_UPI002AC7EE00/138-392,0.364
UniRef100_UPI0028C47510/138-392,0.349
UniRef100_UPI002796E7CB/138-392,0.349
UniRef100_A0A8C6DB55/138-392,0.349
UniRef100_A0A8C9BBU6/138-392,0.349
UniRef100_UPI002FD7E5FA/138-392,0.349
UniRef100_UPI0018F66DC2/165-419,0.349
UniRef100_UPI001E26FEE3/143-397,0.352
UniRef100_UPI00223DE719/137-391,0.352
UniRef100_A0A8C3HVH4/143-397,0.360
UniRef100_A0A383ZIR7/138-392,0.349
UniRef100_UPI0028166048/138-392,0.349
UniRef100_UPI00167FA4EC/142-396,0.349
UniRef100_UPI00174C80D8/143-397,0.352
UniRef100_UPI0028DBB8A0/138-392,0.349
UniRef100_A0A8D2H1W5/143-397,0.349
UniRef100_UPI00286936BF/142-396,0.364
UniRef100_A0A2K5LJ36/138-392,0.349
UniRef100_A0A2Y9P3G4/138-392,0.349
UniRef100_UPI0013F356B1/138-392,0.349
UniRef100_UPI000C9DCA13/138-392,0.349
UniRef100_UPI00234D7C49/161-415,0.356
UniRef100_UPI00140FA810/142-396,0.349
UniRef100_UPI002093FAAE/142-396,0.349
UniRef100_UPI001FD3256E/138-392,0.349
UniRef100_UPI000FFFAB65/142-396,0.349
UniRef100_UPI001CF05B2B/138-392,0.349
UniRef100_UPI00209303C4/143-397,0.349
UniRef100_A0A8C0KQ86/143-397,0.349
UniRef100_UPI0009525EEA/138-392,0.349
UniRef100_F7H6I9/138-392,0.349
UniRef100_A0A8C2QZ91/138-392,0.349
UniRef100_UPI00187A23B5/142-396,0.349
UniRef100_UPI002FD85F44/138-392,0.349
UniRef100_UPI0018F6AEED/156-410,0.349
UniRef100_A0A667ZG54/178-427,0.375
UniRef100_A0A8U0RAH9/138-392,0.349
UniRef100_A0A2I3MBB3/138-392,0.349
UniRef100_UPI000812C2BD/138-392,0.345
UniRef100_UPI0018739159/138-392,0.345
UniRef100_A0A6I8PUE4/138-392,0.349
UniRef100_UPI0022A6C23F/205-459,0.360
UniRef100_UPI001386F336/138-392,0.349
UniRef100_UPI001CC31AA3/138-392,0.349
UniRef100_A0A7K9BNJ2/138-392,0.364
UniRef100_A0A2I2ZX12/138-392,0.349
UniRef100_UPI0009420E77/142-396,0.349
UniRef100_UPI000FFF8378/142-396,0.349
UniRef100_UPI0024458F69/138-392,0.349
UniRef100_F1MZ63/138-392,0.352
UniRef100_UPI002A371630/138-392,0.349
UniRef100_UPI0020175E14/138-392,0.349
UniRef100_UPI00293EDEE6/138-392,0.349
UniRef100_UPI001C9E3C1D/138-392,0.349
UniRef100_A0A7K8X6E0/138-392,0.364
UniRef100_A0A6J3AZV0/138-392,0.349
UniRef100_UPI0025908DFD/138-392,0.349
UniRef100_UPI000642DE7E/142-396,0.349
UniRef100_UPI0022A6A312/142-396,0.349
UniRef100_UPI0013F31CDC/142-396,0.349
UniRef100_UPI001155F748/138-392,0.349
UniRef100_UPI000944C4C8/142-396,0.349
UniRef100_UPI001E26297A/152-406,0.349
UniRef100_UPI0007195ECE/142-396,0.349
UniRef100_UPI00046C068B/143-397,0.360
UniRef100_UPI002116E466/138-392,0.349
UniRef100_A0A852BZ70/138-392,0.364
UniRef100_A0A8B8U8L8/138-392,0.349
UniRef100_UPI0013F34C6D/142-396,0.349
UniRef100_A0A3Q2HBQ8/142-396,0.349
UniRef100_UPI001CF0B366/142-396,0.349
UniRef100_UPI000C9E301C/143-397,0.349
UniRef100_A0A8C0SQZ6/15-269,0.349
UniRef100_A0A341AIB2/138-392,0.349
UniRef100_UPI00156BDDEB/138-392,0.349
UniRef100_UPI001E68BB7B/138-392,0.349
UniRef100_UPI0013965B1D/138-392,0.349
UniRef100_UPI001E25DDD4/138-392,0.349
UniRef100_UPI001E272E64/143-397,0.352
UniRef100_UPI001ADEAE28/138-392,0.356
UniRef100_UPI0013F34EC8/142-396,0.349
UniRef100_UPI00293E249F/138-392,0.349
UniRef100_UPI001CEFEF3F/142-396,0.349
UniRef100_UPI00255C94BA/138-392,0.345
UniRef100_A0A6P6GWQ4/138-392,0.349
UniRef100_A0A2Y9IVL9/143-397,0.349
UniRef100_UPI00293E7E47/138-392,0.349
UniRef100_UPI001AD7CE1A/138-392,0.349
UniRef100_A0A7F8RJQ3/138-392,0.349
UniRef100_UPI00237E5C92/227-476,0.372
UniRef100_UPI001C69AF2C/138-392,0.349
UniRef100_UPI00189C8D26/227-476,0.372
UniRef100_UPI0002234626/138-392,0.349
UniRef100_A0A2Y9R126/138-392,0.352
UniRef100_A0A8D0P063/142-396,0.349
UniRef100_A0A7K6CWZ7/172-422,0.395
UniRef100_A0A834E807/138-392,0.349
UniRef100_A0A9W3GHB0/138-392,0.349
UniRef100_UPI0023BA02FB/143-397,0.364
UniRef100_A0A8B7ACN1/138-392,0.349
UniRef100_A0A6J2BL59/138-392,0.349
UniRef100_A0A2K6G621/138-392,0.349
UniRef100_UPI001C6F6C69/138-392,0.349
UniRef100_UPI002AA93A44/138-392,0.352
UniRef100_A0A673TZZ7/143-397,0.349
UniRef100_UPI00234C9347/138-392,0.349
UniRef100_UPI002FE49F2E/138-393,0.356
UniRef100_UPI00189F27FA/138-392,0.349
UniRef100_UPI002954A5BF/138-392,0.349
UniRef100_UPI00293F11B8/138-392,0.349
UniRef100_A0A8C0SRV5/138-392,0.349
UniRef100_UPI001E26C5F2/138-392,0.349
UniRef100_UPI0022A76074/138-392,0.349
UniRef100_U3FSP2/138-392,0.349
UniRef100_UPI001659D1C2/138-392,0.349
UniRef100_UPI002FE45300/138-393,0.356
UniRef100_A0A852JFQ6/138-392,0.364
UniRef100_UPI001ADE095E/143-397,0.356
UniRef100_UPI0023BA345C/143-397,0.364
UniRef100_A0A2K6JMN6/138-392,0.349
UniRef100_UPI0028EDCFAB/138-392,0.349
UniRef100_A0A2K5Q742/138-392,0.349
UniRef100_UPI0018F28F04/165-419,0.349
UniRef100_UPI0013960E20/142-396,0.349
UniRef100_A0A6J3JDY4/138-392,0.349
UniRef100_UPI001E26569F/142-396,0.349
UniRef100_UPI0003BBB906/142-396,0.352
UniRef100_UPI001395F75E/143-397,0.349
UniRef100_UPI001ADE7B2A/143-397,0.356
UniRef100_A0A8B7RVT9/142-396,0.349
UniRef100_A0A8C0SPY4/138-392,0.349
UniRef100_UPI0009048416/142-396,0.349
UniRef100_UPI0024BD6FCF/132-386,0.364
UniRef100_A0A7J7X2S0/138-392,0.349
UniRef100_UPI001AD7A8AC/142-396,0.349
UniRef100_A0A9W2USF5/143-397,0.349
UniRef100_A0A9D3LPF9/227-476,0.372
UniRef100_UPI001659A1A9/138-392,0.349
UniRef100_UPI0026EFDF36/138-392,0.349
UniRef100_UPI00097D52C1/140-394,0.364
UniRef100_A0A834AA71/142-396,0.349
UniRef100_UPI001FEFEB41/161-415,0.356
UniRef100_UPI00222FAD24/15-269,0.349
UniRef100_UPI0028690E85/137-391,0.364
UniRef100_UPI000626A9BD/138-392,0.349
UniRef100_A0A8C0A2N2/138-392,0.352
UniRef100_UPI0013962232/142-396,0.349
UniRef100_UPI0018F6D416/165-419,0.349
UniRef100_UPI001E26646D/142-396,0.349
UniRef100_A0A834E877/143-397,0.349
UniRef100_UPI00167F2F9E/142-396,0.349
UniRef100_A0A093GVC6/138-392,0.364
UniRef100_A0A8B8Y1I4/138-392,0.349
UniRef100_UPI0018796EDC/142-396,0.349
UniRef100_UPI0012619AE4/143-397,0.349
UniRef100_UPI000904F299/142-396,0.349
UniRef100_UPI001AD62D38/142-396,0.349
UniRef100_A0A2K6ULP2/138-392,0.349
UniRef100_UPI00189E269F/142-396,0.349
UniRef100_A0A8C2PFR3/131-385,0.349
UniRef100_A0A383ZHX9/138-392,0.349
UniRef100_UPI0022A73087/142-396,0.349
UniRef100_A0A8C6F588/138-392,0.349
UniRef100_UPI0018A122CA/143-397,0.349
UniRef100_A0A9W2UT44/143-397,0.349
UniRef100_UPI0018F6A03E/165-419,0.349
UniRef100_U3DLQ9/142-396,0.349
UniRef100_UPI0018F43034/156-410,0.349
UniRef100_UPI001885F74A/224-474,0.410
UniRef100_UPI00237DB4F5/182-436,0.360
UniRef100_UPI0002BD1221/138-392,0.349
UniRef100_A0A5J5CQM6/227-476,0.375
UniRef100_UPI00232A6BB8/111-365,0.364
UniRef100_UPI002FD83F21/138-392,0.349
UniRef100_A0A8C2PEC1/138-392,0.349
UniRef100_UPI0018F46A81/161-415,0.349
UniRef100_UPI00189B4E4D/142-396,0.349
UniRef100_A0A6J3JC08/142-396,0.349
UniRef100_A0A8C6FKQ8/138-392,0.349
UniRef100_A0A8C9BC97/138-392,0.349
UniRef100_UPI001899600B/143-397,0.349
UniRef100_UPI002546089D/132-386,0.364
UniRef100_UPI0025462167/132-386,0.364
UniRef100_A0A2J8WQC2/5-259,0.349
UniRef100_A0A6J3JBP9/143-397,0.349
UniRef100_UPI002814EA29/138-392,0.349
UniRef100_UPI000E55E21D/143-397,0.349
UniRef100_A0A8C5YTK7/142-396,0.349
UniRef100_A0A6D2Y8I7/138-392,0.349
UniRef100_UPI000FFF961A/142-396,0.349
UniRef100_A0A5F5PQD9/138-392,0.349
UniRef100_A0A8C0NAA9/143-397,0.349
UniRef100_A0A2K5TQC1/15-269,0.349
UniRef100_A0A671EKE6/143-397,0.349
UniRef100_UPI00209205CE/143-397,0.349
UniRef100_UPI00097DAB43/137-391,0.364
UniRef100_UPI000626AA34/142-396,0.349
UniRef100_UPI00237DAC1E/182-436,0.360
UniRef100_UPI0024464B91/138-392,0.349
UniRef100_A0A8B8Y1M0/138-392,0.349
UniRef100_UPI00097DEB40/132-386,0.364
UniRef100_UPI0023B93603/143-397,0.364
UniRef100_UPI00237E492C/182-436,0.360
UniRef100_UPI00062680D5/143-397,0.349
UniRef100_G1RFK7/138-392,0.349
UniRef100_UPI00148F59C9/224-474,0.410
UniRef100_UPI001E263B78/152-406,0.349
UniRef100_A0A6J3B0Z9/138-392,0.349
UniRef100_A0A383ZHX6/138-392,0.349
UniRef100_UPI0003BBA074/142-396,0.352
UniRef100_UPI000943850F/142-396,0.349
UniRef100_UPI0029C7EE75/111-365,0.364
UniRef100_UPI0004D041EE/138-392,0.349
UniRef100_UPI00094E889B/138-391,0.360
UniRef100_UPI001ADE1F7E/138-392,0.356
UniRef100_A0A7N9CSS6/15-269,0.349
UniRef100_UPI0021171235/138-392,0.349
UniRef100_UPI0018793C0B/138-392,0.345
UniRef100_UPI0018F3C20C/161-415,0.349
UniRef100_UPI0018742732/138-392,0.345
UniRef100_UPI001263718B/138-392,0.349
UniRef100_UPI002AA92C04/138-392,0.352
UniRef100_UPI002FE340BB/138-392,0.352
UniRef100_UPI0022A70EDA/142-396,0.349
UniRef100_UPI002FE45EB2/138-393,0.356
UniRef100_UPI0013F330D6/142-396,0.349
UniRef100_UPI002797A9F1/138-392,0.349
UniRef100_UPI00097D93FA/140-394,0.364
UniRef100_A0A2K6Q7L8/138-392,0.349
UniRef100_A0A673TZP5/138-392,0.349
UniRef100_UPI0025462362/137-391,0.364
UniRef100_A0A2Y9NRQ0/138-392,0.349
UniRef100_UPI0025460EA9/137-391,0.364
UniRef100_UPI002FE4A74D/138-393,0.356
UniRef100_UPI0013F36020/142-396,0.349
UniRef100_UPI0022A6D414/138-392,0.349
UniRef100_UPI0010A28F15/138-392,0.349
UniRef100_UPI001CF02939/142-396,0.349
UniRef100_UPI000273F838/138-392,0.349
UniRef100_UPI000C295B67/138-392,0.349
UniRef100_I0FGJ5/138-392,0.349
UniRef100_UPI00167F946F/142-396,0.349
UniRef100_UPI00272B8F2B/152-406,0.349
UniRef100_UPI00117613D8/199-448,0.375
UniRef100_UPI00097DDB14/137-391,0.364
UniRef100_A0A6J0E0F9/138-392,0.349
UniRef100_UPI0018F77A4D/165-419,0.349
UniRef100_UPI00054059BB/138-392,0.349
UniRef100_UPI000F7D34FB/142-396,0.352
UniRef100_UPI001ADE7480/143-397,0.356
UniRef100_A0A8U0RAS1/138-392,0.349
UniRef100_UPI0022A6BCDD/205-459,0.360
UniRef100_UPI00094EAE28/138-391,0.360
UniRef100_A0A671QQ20/113-367,0.364
UniRef100_UPI00293E2465/138-392,0.349
UniRef100_A0A9W3HP16/138-392,0.349
UniRef100_UPI00293E5B24/138-392,0.349
UniRef100_A0A2J8WQB2/138-392,0.349
UniRef100_UPI0004D04BB3/142-396,0.349
UniRef100_A0A8C8WT84/138-392,0.349
UniRef100_UPI001ADE6E1C/143-397,0.356
UniRef100_UPI00234D2C77/138-392,0.349
UniRef100_UPI00126292E9/143-397,0.349
UniRef100_UPI00189F33A2/138-392,0.349
UniRef100_A0A7K7WTI2/202-452,0.391
UniRef100_UPI000D196424/138-392,0.349
UniRef100_UPI00293D98C9/138-392,0.349
UniRef100_UPI00097D08F8/140-394,0.364
UniRef100_UPI0028E1F4D4/138-392,0.349
UniRef100_UPI0004F21741/142-396,0.349
UniRef100_UPI00189728D0/138-392,0.349
UniRef100_A0A2J8LKF8/5-259,0.349
UniRef100_UPI0022A7DC57/142-396,0.349
UniRef100_A0A6J3JD67/138-392,0.349
UniRef100_UPI00083BF89C/143-397,0.349
UniRef100_UPI0022A76AEB/138-392,0.349
UniRef100_UPI0028696F5D/137-391,0.364
UniRef100_UPI001ADE8FD2/143-397,0.356
UniRef100_A0A8C0SP95/138-392,0.349
UniRef100_A0A8C9AJE4/138-392,0.349
UniRef100_UPI0015560E37/143-397,0.360
UniRef100_UPI000C29E35B/142-396,0.349
UniRef100_UPI0010A219C3/142-396,0.349
UniRef100_UPI00243689F9/15-269,0.349
UniRef100_H9FRW7/142-396,0.349
UniRef100_UPI0018F32E50/165-419,0.349
UniRef100_UPI001658E41E/138-392,0.349
UniRef100_UPI0010A217F7/143-397,0.349
UniRef100_UPI0007327156/143-397,0.349
UniRef100_UPI0023DD538A/138-392,0.349
UniRef100_UPI001ADE5F1F/143-397,0.356
UniRef100_UPI00210FCB07/224-474,0.410
UniRef100_UPI0023F1E6A8/15-269,0.349
UniRef100_UPI001395DAF4/142-396,0.349
UniRef100_UPI001E263DF6/142-396,0.349
UniRef100_A0A2K5F1K8/138-392,0.349
UniRef100_A0A8C3HUI2/143-397,0.360
UniRef100_UPI00187A6236/142-396,0.349
UniRef100_UPI0013964E3D/143-397,0.349
UniRef100_UPI00090559F8/142-396,0.349
UniRef100_UPI001AD75E8F/142-396,0.349
UniRef100_UPI001ADE997C/143-397,0.356
UniRef100_A0A9W2USP8/143-397,0.349
UniRef100_A0A2K6ULM1/138-392,0.349
UniRef100_UPI00189F3D36/142-396,0.349
UniRef100_UPI00189D6015/143-397,0.349
UniRef100_UPI00293ED21F/138-392,0.349
UniRef100_UPI002546202A/132-386,0.364
UniRef100_UPI00254625C2/132-386,0.364
UniRef100_UPI0025460CF2/137-391,0.364
UniRef100_A0A8C0D028/138-392,0.349
UniRef100_UPI0018983A5A/142-396,0.349
UniRef100_UPI0022A79B12/142-396,0.349
UniRef100_A0A6J3JDX7/142-396,0.349
UniRef100_A0A6J0DVR9/142-396,0.349
UniRef100_UPI00080A7850/143-397,0.349
UniRef100_A0A6J3JD05/143-397,0.349
UniRef100_H0Y5C0/6-260,0.349
UniRef100_A0A8C0MZJ5/143-397,0.349
UniRef100_UPI0030808E25/227-476,0.372
UniRef100_UPI001ADE3A4A/138-392,0.356
UniRef100_UPI002FC745DC/138-392,0.349
UniRef100_A0A8C0KR63/143-397,0.349
UniRef100_UPI00237D76B6/182-436,0.360
UniRef100_A0A2J8LKE8/138-392,0.349
UniRef100_UPI000F7D0BD1/143-397,0.352
UniRef100_UPI00237E37C6/182-436,0.360
UniRef100_UPI00189971BC/142-396,0.349
UniRef100_UPI0006252B4B/142-396,0.349
UniRef100_A0A6J3JC03/142-396,0.349
UniRef100_UPI000625BC60/143-397,0.349
UniRef100_A0A6J3JBP4/143-397,0.349
UniRef100_A0A8J1MZ38/139-393,0.349
UniRef100_A0A671QKC1/113-367,0.364
UniRef100_UPI002597F7E2/138-392,0.345
UniRef100_A0A6J1ZCW5/142-396,0.352
UniRef100_UPI002FE4B12A/138-393,0.356
UniRef100_A0A7N9D8N3/15-269,0.349
UniRef100_UPI0023081ED9/143-397,0.352
